sheet,well,tmb,hrp,h2o2,etoh,peg20k,dmso,pl127,bsa,pva,tw80,glycerol,tw20,imidazole,tx100,edta,mgcl2,sucrose,cacl2,zn2,paa,mn2,peg200k,fe2,peg5k,peg400,auc_mean,n_repeats,auc_mean_std,roi_sd_mean
TMB,"[3,20]",0.05,0.00057398,0.004356491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005615799,1,,0.876635359
TMB,"[12,0]",0.05,2.78E-05,3.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.977571418,1,,0.875321539
HRP,"[11,2]",0.009260253,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.306319313,1,,0.875308173
TMB,"[9,21]",0.05,7.62E-05,0.003111779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056465579,1,,0.875133071
H2O2,"[15,11]",0.00241052,0.000150016,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013613236,1,,0.874347929
TMB,"[3,22]",0.05,0.00057398,0.002222699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489263,1,,0.874323095
H2O2,"[4,14]",0.097615577,5.47E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050596989,1,,0.874256354
H2O2,"[10,6]",0.012964355,0.000806823,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.873754698
H2O2,"[4,2]",0.097615577,0.00309949,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.873696846
TMB,"[14,15]",0.05,1.42E-05,0.023430254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.793882155,1,,0.873218959
TMB,"[1,23]",0.05,0.001125,0.001587642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002567902,1,,0.873202886
TMB,"[14,16]",0.05,1.42E-05,0.016735896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850565182,1,,0.872858529
H2O2,"[7,22]",0.03557419,3.70E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422064089,1,,0.872426126
H2O2,"[5,7]",0.069725412,0.000576302,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001673336,1,,0.872268965
H2O2,"[11,21]",0.009260253,5.19E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296778661,1,,0.871639923
H2O2,"[3,9]",0.136661808,0.000294032,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023661665,1,,0.871566616
HRP,"[14,0]",0.003374728,0.0015,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.321699404,1,,0.871348669
H2O2,"[14,9]",0.003374728,0.000294032,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002825357,1,,0.870219776
TMB,"[14,14]",0.05,1.42E-05,0.032802356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.237202347,1,,0.869679267
H2O2,"[1,6]",0.267857143,0.000806823,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010851023,1,,0.869514285
H2O2,"[8,0]",0.025410136,0.006075,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.869202953
H2O2,"[8,11]",0.025410136,0.000150016,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009190991,1,,0.869120839
TMB,"[13,5]",0.05,1.98E-05,0.677731005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.366239598,1,,0.869022328
HRP,"[12,5]",0.006614467,0.0015,0.676801333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793633993,1,,0.86881657
TMB,"[8,21]",0.05,0.000106723,0.003111779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047432582,1,,0.867601465
TMB,"[5,23]",0.05,0.000292847,0.001587642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012961333,1,,0.865984261
H2O2,"[9,10]",0.018150097,0.000210023,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032732807,1,,0.865812227
H2O2,"[5,10]",0.069725412,0.000210023,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017737123,1,,0.865626301
H2O2,"[5,2]",0.069725412,0.00309949,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.865559316
H2O2,"[0,10]",0.375,0.000210023,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033786651,1,,0.865407237
H2O2,"[14,11]",0.003374728,0.000150016,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007649252,1,,0.865284364
TMB,"[9,20]",0.05,7.62E-05,0.004356491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052889111,1,,0.864905014
TMB,"[12,1]",0.05,2.78E-05,2.603571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.731391684,1,,0.86478603
TMB,"[0,20]",0.05,0.001575,0.004356491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45E-05,1,,0.864756202
TMB,"[1,13]",0.05,0.001125,0.045923298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.864716162
H2O2,"[12,1]",0.006614467,0.004339286,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.864544787
H2O2,"[9,23]",0.018150097,2.65E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533230439,1,,0.864476378
TMB,"[4,23]",0.05,0.000409985,0.001587642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01958613,1,,0.864474242
H2O2,"[1,15]",0.267857143,3.91E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140067415,1,,0.864206249
HRP,"[15,0]",0.00241052,0.0015,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.182368587,1,,0.863741518
TMB,"[3,17]",0.05,0.00057398,0.011954211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003149292,1,,0.86336943
TMB,"[15,3]",0.05,1.01E-05,1.32835277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.085509061,1,,0.863059636
H2O2,"[9,0]",0.018150097,0.006075,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.862734168
TMB,"[2,12]",0.05,0.000803571,0.064292617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.861843764
HRP,"[10,2]",0.012964355,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.440113545,1,,0.861489421
H2O2,"[15,22]",0.00241052,3.70E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176927468,1,,0.861475578
H2O2,"[11,7]",0.009260253,0.000576302,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006843649,1,,0.861166973
H2O2,"[9,22]",0.018150097,3.70E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418100434,1,,0.861015138
H2O2,"[7,1]",0.03557419,0.004339286,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.860794042
H2O2,"[14,15]",0.003374728,3.91E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020845887,1,,0.86070602
H2O2,"[2,21]",0.191326531,5.19E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538717794,1,,0.860525722
H2O2,"[8,6]",0.025410136,0.000806823,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485934,1,,0.860465833
HRP,"[8,2]",0.025410136,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.927050319,1,,0.860218943
H2O2,"[4,5]",0.097615577,0.001129552,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.85928783
TMB,"[6,19]",0.05,0.000209176,0.006099087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016503509,1,,0.858913853
TMB,"[11,1]",0.05,3.89E-05,2.603571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.612484442,1,,0.858379482
H2O2,"[11,19]",0.009260253,1.02E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193271748,1,,0.858352974
TMB,"[7,20]",0.05,0.000149412,0.004356491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023970666,1,,0.858323581
H2O2,"[12,3]",0.006614467,0.002213921,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.857497237
H2O2,"[13,16]",0.004724619,2.79E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181167609,1,,0.857044985
TMB,"[14,0]",0.05,1.42E-05,3.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.860671532,1,,0.856952911
H2O2,"[11,4]",0.009260253,0.001581372,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.856299514
H2O2,"[6,0]",0.049803866,0.006075,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.856108877
H2O2,"[8,23]",0.025410136,2.65E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545918099,1,,0.855860434
TMB,"[13,2]",0.05,1.98E-05,1.859693878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.879868596,1,,0.855798084
H2O2,"[9,3]",0.018150097,0.002213921,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.854786959
H2O2,"[5,4]",0.069725412,0.001581372,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.854207194
H2O2,"[10,18]",0.012964355,1.42E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177658491,1,,0.853528301
H2O2,"[7,23]",0.03557419,2.65E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651367526,1,,0.852688116
TMB,"[12,8]",0.05,2.78E-05,0.246986518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.161042248,1,,0.852666342
H2O2,"[10,0]",0.012964355,0.006075,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.852409158
TMB,"[3,15]",0.05,0.00057398,0.023430254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.85224041
H2O2,"[12,10]",0.006614467,0.000210023,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006625843,1,,0.852015821
TMB,"[15,18]",0.05,1.01E-05,0.008538722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382178694,1,,0.851237509
TMB,"[4,22]",0.05,0.000409985,0.002222699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011576217,1,,0.849938821
H2O2,"[6,2]",0.049803866,0.00309949,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.849486023
TMB,"[12,10]",0.05,2.78E-05,0.12601353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.924658789,1,,0.848159893
TMB,"[2,21]",0.05,0.000803571,0.003111779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004317863,1,,0.848039098
H2O2,"[12,11]",0.006614467,0.000150016,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007581071,1,,0.84789535
TMB,"[7,18]",0.05,0.000149412,0.008538722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020893993,1,,0.847076712
HRP,"[12,3]",0.006614467,0.0015,1.326530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067808629,1,,0.84699112
H2O2,"[7,12]",0.03557419,0.000107154,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027301822,1,,0.846978956
H2O2,"[8,14]",0.025410136,5.47E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050363161,1,,0.846352223
H2O2,"[2,20]",0.191326531,7.26E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553081835,1,,0.846229433
TMB,"[5,22]",0.05,0.000292847,0.002222699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010458439,1,,0.846154408
H2O2,"[3,5]",0.136661808,0.001129552,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.845824896
TMB,"[13,13]",0.05,1.98E-05,0.045923298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.151195055,1,,0.84582206
H2O2,"[9,4]",0.018150097,0.001581372,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.845808459
H2O2,"[12,13]",0.006614467,7.65E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023424283,1,,0.845332227
HRP,"[8,1]",0.025410136,0.0015,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.331787845,1,,0.844327138
H2O2,"[14,23]",0.003374728,2.65E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236873037,1,,0.844263052
TMB,"[12,6]",0.05,2.78E-05,0.484093575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.390424247,1,,0.844118456
H2O2,"[6,16]",0.049803866,2.79E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130442511,1,,0.84338954
H2O2,"[11,2]",0.009260253,0.00309949,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.843351624
TMB,"[1,14]",0.05,0.001125,0.032802356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.843173894
TMB,"[15,6]",0.05,1.01E-05,0.484093575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37622495,1,,0.84250859
TMB,"[13,9]",0.05,1.98E-05,0.176418941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.772171692,1,,0.842230416
H2O2,"[8,19]",0.025410136,1.02E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229758114,1,,0.842091643
TMB,"[8,18]",0.05,0.000106723,0.008538722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030096129,1,,0.840550293
H2O2,"[10,1]",0.012964355,0.004339286,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.839945541
TMB,"[14,2]",0.05,1.42E-05,1.859693878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484227688,1,,0.839774521
H2O2,"[13,0]",0.004724619,0.006075,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.839764692
H2O2,"[7,6]",0.03557419,0.000806823,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007672894,1,,0.838953239
H2O2,"[6,13]",0.049803866,7.65E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036575732,1,,0.838821963
HRP,"[10,4]",0.012964355,0.0015,0.947521866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.504985463,1,,0.838733733
H2O2,"[10,2]",0.012964355,0.00309949,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.836661492
H2O2,"[5,14]",0.069725412,5.47E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056564156,1,,0.835774389
TMB,"[7,22]",0.05,0.000149412,0.002222699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028271042,1,,0.835369713
TMB,"[2,13]",0.05,0.000803571,0.045923298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.834778606
TMB,"[13,17]",0.05,1.98E-05,0.011954211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392350194,1,,0.834690689
TMB,"[14,4]",0.05,1.42E-05,0.948823407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.556206949,1,,0.834608877
H2O2,"[13,13]",0.004724619,7.65E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02102789,1,,0.834608246
TMB,"[13,7]",0.05,1.98E-05,0.345781125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.086777535,1,,0.834574788
H2O2,"[3,6]",0.136661808,0.000806823,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.834456321
H2O2,"[10,8]",0.012964355,0.000411644,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018891757,1,,0.834385565
TMB,"[13,1]",0.05,1.98E-05,2.603571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.718590345,1,,0.834200608
H2O2,"[14,6]",0.003374728,0.000806823,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.834126048
TMB,"[12,2]",0.05,2.78E-05,1.859693878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.745216606,1,,0.833598421
H2O2,"[4,11]",0.097615577,0.000150016,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035662981,1,,0.833554803
TMB,"[14,5]",0.05,1.42E-05,0.677731005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.579021957,1,,0.833177797
H2O2,"[11,3]",0.009260253,0.002213921,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.833131116
TMB,"[10,23]",0.05,5.45E-05,0.001587642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119138614,1,,0.832596922
H2O2,"[11,17]",0.009260253,1.99E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113267951,1,,0.832192324
H2O2,"[9,19]",0.018150097,1.02E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241398091,1,,0.832063298
H2O2,"[6,14]",0.049803866,5.47E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049690685,1,,0.8317919
H2O2,"[13,3]",0.004724619,0.002213921,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.831652585
H2O2,"[4,13]",0.097615577,7.65E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026689767,1,,0.831315343
H2O2,"[12,12]",0.006614467,0.000107154,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033177072,1,,0.831210527
H2O2,"[7,14]",0.03557419,5.47E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066594241,1,,0.830834712
H2O2,"[2,12]",0.191326531,0.000107154,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087333927,1,,0.830822934
HRP,"[14,2]",0.003374728,0.0015,1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.349810635,1,,0.829972623
H2O2,"[12,5]",0.006614467,0.001129552,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.828396624
H2O2,"[13,14]",0.004724619,5.47E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086072193,1,,0.827092716
H2O2,"[14,14]",0.003374728,5.47E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063651973,1,,0.82605824
H2O2,"[7,16]",0.03557419,2.79E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172228912,1,,0.826046041
TMB,"[1,17]",0.05,0.001125,0.011954211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245166,1,,0.825844203
H2O2,"[11,12]",0.009260253,0.000107154,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060975781,1,,0.825449633
H2O2,"[13,1]",0.004724619,0.004339286,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.825258348
TMB,"[6,23]",0.05,0.000209176,0.001587642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035846298,1,,0.824461697
H2O2,"[13,15]",0.004724619,3.91E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044957805,1,,0.824125333
TMB,"[12,13]",0.05,2.78E-05,0.045923298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.696059414,1,,0.824045407
H2O2,"[8,4]",0.025410136,0.001581372,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.823541942
H2O2,"[6,6]",0.049803866,0.000806823,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.822855063
H2O2,"[4,3]",0.097615577,0.002213921,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.822633814
TMB,"[14,10]",0.05,1.42E-05,0.12601353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.719538266,1,,0.821754222
TMB,"[13,14]",0.05,1.98E-05,0.032802356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547562585,1,,0.821331079
TMB,"[12,12]",0.05,2.78E-05,0.064292617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.609645563,1,,0.820509815
HRP,"[8,4]",0.025410136,0.0015,0.947521866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.313007468,1,,0.819889203
TMB,"[13,4]",0.05,1.98E-05,0.948823407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.634034077,1,,0.819783353
H2O2,"[8,20]",0.025410136,7.26E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230378995,1,,0.819487673
H2O2,"[10,20]",0.012964355,7.26E-06,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275815246,1,,0.819255808
H2O2,"[9,8]",0.018150097,0.000411644,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013780952,1,,0.819021905
TMB,"[14,1]",0.05,1.42E-05,2.603571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.465410708,1,,0.81868939
TMB,"[1,12]",0.05,0.001125,0.064292617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.818228473
H2O2,"[14,12]",0.003374728,0.000107154,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017183577,1,,0.818048692
H2O2,"[14,13]",0.003374728,7.65E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009972448,1,,0.818014158
H2O2,"[10,17]",0.012964355,1.99E-05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078222736,1,,0.817825533
TMB,"[14,7]",0.05,1.42E-05,0.345781125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.894792854,1,,0.817607988
H2O2,"[11,0]",0.009260253,0.006075,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.816619797
TMB,"[12,11]",0.05,2.78E-05,0.090009664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.692640744,1,,0.816191855
H2O2,"[10,3]",0.012964355,0.002213921,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.815908256
